participant_code,problem_id,decision
u0ei5sa4,110,0.0
3f39wb52,3,1.0
v7sesxlx,70,0.0
rfl0wt7i,103,0.0
djqisr0o,111,0.0
ce02dpjg,70,1.0
tdqhp6t3,144,0.0
m5hltikn,118,1.0
sstgzwol,105,1.0
ag4m1oge,81,0.0
15069gwj,84,0.0
ewa4ya8u,148,0.0
55dvxdpa,107,1.0
kugpnv94,48,0.0
c98sk921,158,0.0
dmae75nc,43,1.0
wdtbmunh,149,0.0
j4ji3f6z,84,0.0
f3yrdb9n,25,1.0
e8n38bee,4,1.0
rfl0wt7i,111,1.0
u0tk9t0p,77,0.0
t793o8bk,159,0.0
5fx0ml33,168,0.0
8jk8eohw,61,1.0
nmbpet8t,151,0.0
26a2gij4,147,1.0
u0ei5sa4,111,0.0
wbmkwva5,2,0.0
jfkvg45y,122,0.0
lit9hn3g,70,1.0
phyl39ak,64,1.0
8lo4mqlr,53,1.0
mgncfhbp,18,1.0
c98sk921,150,1.0
y4zdtj9q,54,1.0
hw760tdo,79,0.0
m5hltikn,96,0.0
v7sesxlx,68,1.0
55dvxdpa,113,0.0
ql0yj2sz,76,0.0
ersh0zn5,126,0.0
8lvot6fi,23,0.0
u07rq9yk,76,0.0
djqisr0o,78,0.0
fkom7q1u,1,1.0
rfl0wt7i,69,0.0
tozvbahf,77,0.0
2x1ctj0x,53,0.0
ngy9l9dz,36,1.0
8jk8eohw,62,1.0
f3yrdb9n,52,1.0
6q0469y4,107,1.0
c98sk921,179,0.0
3f39wb52,21,1.0
xl0ie374,68,0.0
5qwgbghm,6,0.0
8rn6yy6y,68,0.0
ag4m1oge,110,0.0
55dvxdpa,60,0.0
t793o8bk,156,0.0
u0ei5sa4,101,1.0
t1h109g1,61,0.0
e8n38bee,46,1.0
dmae75nc,0,0.0
rfl0wt7i,92,1.0
ewa4ya8u,167,1.0
8jk8eohw,67,1.0
hbouch4n,64,1.0
y4zdtj9q,43,1.0
f3yrdb9n,32,0.0
djqisr0o,96,0.0
sstgzwol,112,1.0
tdqhp6t3,172,0.0
dcxlwetg,76,1.0
9p9v4mvr,37,0.0
5g9ds121,111,0.0
skmvjoox,117,1.0
5fx0ml33,175,1.0
rfl0wt7i,90,0.0
ce02dpjg,104,0.0
hw760tdo,65,0.0
8lo4mqlr,49,1.0
55dvxdpa,96,0.0
8lvot6fi,13,0.0
f3yrdb9n,6,1.0
mgncfhbp,21,1.0
v7sesxlx,111,0.0
u07rq9yk,99,0.0
rfl0wt7i,67,1.0
u0ei5sa4,75,0.0
nbwkc2oy,137,1.0
c98sk921,121,1.0
wdtbmunh,134,0.0
5qwgbghm,18,0.0
hbouch4n,106,0.0
tdghvc0v,27,1.0
m5hltikn,93,0.0
9p9v4mvr,46,0.0
djqisr0o,89,1.0
f3yrdb9n,38,0.0
8jk8eohw,76,1.0
lit9hn3g,61,0.0
fkom7q1u,40,0.0
rfl0wt7i,86,1.0
jfkvg45y,138,0.0
ersh0zn5,156,0.0
55dvxdpa,109,0.0
phyl39ak,90,1.0
wepys2w3,1,1.0
zf6ed0g8,7,1.0
4q2m4tm0,90,0.0
fkom7q1u,143,0.0
20w4xhf9,72,1.0
dcxlwetg,151,0.0
vp9654tq,69,0.0
sbq65vfa,12,1.0
tdghvc0v,176,0.0
sgda9m64,1,1.0
tcs2qn7r,31,0.0
4ert3xm4,90,1.0
2x1ctj0x,169,1.0
4cq7tol3,4,0.0
e8n38bee,13,0.0
t793o8bk,136,0.0
xl0ie374,86,0.0
y4zdtj9q,7,0.0
poni062v,71,0.0
f3yrdb9n,57,0.0
u0tk9t0p,76,0.0
5fx0ml33,174,0.0
6q0469y4,99,0.0
8lvot6fi,57,1.0
ewa4ya8u,145,1.0
hw760tdo,103,0.0
skmvjoox,115,1.0
j4ji3f6z,105,1.0
sstgzwol,93,1.0
c98sk921,169,0.0
v7sesxlx,95,1.0
wbmkwva5,25,1.0
ql0yj2sz,116,1.0
lgvzquws,25,1.0
20w4xhf9,30,1.0
lgvzquws,52,0.0
lgvzquws,58,0.0
lgvzquws,21,0.0
lgvzquws,51,1.0
lgvzquws,37,0.0
lgvzquws,57,1.0
lgvzquws,47,0.0
20w4xhf9,11,0.0
lgvzquws,23,0.0
20w4xhf9,23,0.0
lgvzquws,48,0.0
20w4xhf9,55,0.0
lgvzquws,42,1.0
20w4xhf9,9,0.0
lgvzquws,30,1.0
20w4xhf9,22,0.0
20w4xhf9,10,1.0
lgvzquws,27,1.0
lgvzquws,9,0.0
20w4xhf9,7,0.0
lgvzquws,16,0.0
lgvzquws,7,0.0
lgvzquws,59,1.0
lgvzquws,15,0.0
lgvzquws,17,0.0
lgvzquws,32,1.0
y4zdtj9q,169,1.0
p2owll6z,17,0.0
3f39wb52,123,1.0
j4ji3f6z,169,0.0
2zx598oa,3,0.0
ngy9l9dz,155,1.0
u0tk9t0p,92,0.0
cbs1fw0n,79,0.0
614j5lto,94,0.0
8lo4mqlr,39,0.0
3f39wb52,12,1.0
hbouch4n,115,0.0
tozvbahf,86,0.0
rfl0wt7i,113,1.0
ce02dpjg,115,1.0
kugpnv94,17,0.0
tdqhp6t3,173,0.0
fkom7q1u,50,0.0
f3yrdb9n,15,0.0
la8mhm16,85,1.0
26a2gij4,134,0.0
55dvxdpa,75,0.0
2x1ctj0x,37,1.0
ag4m1oge,94,0.0
u0tk9t0p,96,0.0
lit9hn3g,83,0.0
djqisr0o,107,0.0
8jk8eohw,112,0.0
5g9ds121,61,1.0
nbwkc2oy,134,1.0
t793o8bk,179,1.0
jfkvg45y,164,1.0
poni062v,67,0.0
t1h109g1,107,1.0
tdghvc0v,49,1.0
c98sk921,156,0.0
ngy9l9dz,16,1.0
xl0ie374,78,0.0
dcxlwetg,104,1.0
f3yrdb9n,36,0.0
rfl0wt7i,94,0.0
u07rq9yk,105,0.0
tozvbahf,106,0.0
ersh0zn5,149,0.0
hw760tdo,99,0.0
m5hltikn,77,1.0
wbmkwva5,47,0.0
e8n38bee,24,0.0
mgncfhbp,22,0.0
v7sesxlx,80,0.0
djqisr0o,98,1.0
5fx0ml33,159,1.0
skmvjoox,85,1.0
y4zdtj9q,10,1.0
j4ji3f6z,103,0.0
c98sk921,160,1.0
8jk8eohw,97,1.0
u0ei5sa4,97,0.0
f3yrdb9n,39,1.0
ngy9l9dz,55,0.0
rfl0wt7i,71,0.0
kugpnv94,51,1.0
ewa4ya8u,124,0.0
tdqhp6t3,167,1.0
2x1ctj0x,0,0.0
55dvxdpa,68,0.0
dmae75nc,11,0.0
m5hltikn,115,1.0
5g9ds121,104,0.0
poni062v,97,1.0
u07rq9yk,67,0.0
8jk8eohw,110,0.0
y4zdtj9q,55,0.0
nbwkc2oy,129,0.0
e8n38bee,57,1.0
dcxlwetg,116,1.0
f3yrdb9n,24,0.0
wdtbmunh,175,0.0
ce02dpjg,83,0.0
3f39wb52,14,0.0
rfl0wt7i,84,0.0
5fx0ml33,125,1.0
mgncfhbp,42,1.0
9p9v4mvr,11,0.0
t793o8bk,174,1.0
55dvxdpa,111,1.0
20w4xhf9,35,0.0
20w4xhf9,54,1.0
20w4xhf9,12,1.0
20w4xhf9,14,0.0
20w4xhf9,58,1.0
20w4xhf9,52,0.0
20w4xhf9,44,1.0
20w4xhf9,21,0.0
20w4xhf9,1,0.0
20w4xhf9,0,0.0
20w4xhf9,17,1.0
20w4xhf9,36,1.0
20w4xhf9,40,1.0
9jan7t1f,70,1.0
1tp4h2jx,17,0.0
9jan7t1f,105,0.0
9jan7t1f,80,0.0
9jan7t1f,110,1.0
9jan7t1f,99,0.0
9jan7t1f,113,0.0
9jan7t1f,77,1.0
djqisr0o,81,0.0
tozvbahf,101,1.0
c98sk921,130,1.0
v7sesxlx,89,1.0
hbouch4n,94,0.0
f3yrdb9n,59,1.0
skmvjoox,107,1.0
rfl0wt7i,78,0.0
8lvot6fi,11,0.0
lgvzquws,5,1.0
8jk8eohw,69,1.0
20w4xhf9,13,0.0
u0ei5sa4,90,0.0
t1h109g1,109,0.0
ag4m1oge,79,0.0
tdghvc0v,12,1.0
2x1ctj0x,49,1.0
fkom7q1u,22,1.0
26a2gij4,176,1.0
jfkvg45y,134,0.0
nbwkc2oy,145,0.0
djqisr0o,110,0.0
hw760tdo,69,0.0
wdtbmunh,133,0.0
y4zdtj9q,2,0.0
6q0469y4,109,0.0
xl0ie374,100,1.0
8lo4mqlr,4,1.0
55dvxdpa,95,1.0
t793o8bk,168,0.0
v7sesxlx,63,0.0
u07rq9yk,107,1.0
rfl0wt7i,96,0.0
c98sk921,164,1.0
15069gwj,62,0.0
tozvbahf,96,0.0
mgncfhbp,7,0.0
ce02dpjg,73,0.0
8rn6yy6y,92,0.0
la8mhm16,98,0.0
kugpnv94,14,0.0
wbmkwva5,43,1.0
tdqhp6t3,149,0.0
f3yrdb9n,55,0.0
e8n38bee,17,0.0
poni062v,93,0.0
dcxlwetg,74,0.0
ewa4ya8u,178,1.0
5fx0ml33,153,1.0
3f39wb52,49,0.0
skmvjoox,110,0.0
y4zdtj9q,18,0.0
phyl39ak,99,0.0
rfl0wt7i,64,1.0
2x1ctj0x,57,1.0
8lo4mqlr,31,0.0
ql0yj2sz,108,1.0
5g9ds121,84,0.0
u07rq9yk,116,0.0
55dvxdpa,119,1.0
5qwgbghm,40,1.0
hbouch4n,89,0.0
20w4xhf9,39,1.0
9p9v4mvr,16,0.0
v7sesxlx,60,1.0
8lvot6fi,52,0.0
f3yrdb9n,35,0.0
m5hltikn,87,1.0
ktizkhgt,147,1.0
c98sk921,129,0.0
5fx0ml33,165,1.0
wbmkwva5,31,0.0
j4ji3f6z,67,0.0
t793o8bk,154,1.0
e8n38bee,54,1.0
1tp4h2jx,18,0.0
1tp4h2jx,38,0.0
1tp4h2jx,45,0.0
1tp4h2jx,55,0.0
1tp4h2jx,56,1.0
1tp4h2jx,23,0.0
1tp4h2jx,9,1.0
1tp4h2jx,48,0.0
1tp4h2jx,14,0.0
1tp4h2jx,53,0.0
1tp4h2jx,42,1.0
1tp4h2jx,11,0.0
1tp4h2jx,46,1.0
djqisr0o,70,0.0
ngy9l9dz,33,0.0
poni062v,118,0.0
fkom7q1u,23,1.0
hw760tdo,110,0.0
y4zdtj9q,6,0.0
u0ei5sa4,80,0.0
nbwkc2oy,123,0.0
15069gwj,78,0.0
dmae75nc,25,1.0
rfl0wt7i,100,0.0
26a2gij4,141,0.0
55dvxdpa,91,0.0
u07rq9yk,117,1.0
8jk8eohw,74,0.0
wdtbmunh,138,0.0
tdghvc0v,42,1.0
f3yrdb9n,33,0.0
jfkvg45y,152,1.0
tozvbahf,99,0.0
8rn6yy6y,118,0.0
lgvzquws,24,0.0
v7sesxlx,107,0.0
8lvot6fi,51,1.0
c98sk921,146,0.0
5g9ds121,88,0.0
skmvjoox,111,0.0
ersh0zn5,142,0.0
ewa4ya8u,170,0.0
ce02dpjg,75,0.0
hw760tdo,96,0.0
t1h109g1,68,0.0
e8n38bee,43,0.0
y4zdtj9q,57,1.0
djqisr0o,101,1.0
u0ei5sa4,104,0.0
nbwkc2oy,159,1.0
oayhnd3g,130,0.0
9p9v4mvr,3,0.0
5fx0ml33,142,0.0
fkom7q1u,21,0.0
nmbpet8t,136,0.0
ql0yj2sz,74,0.0
t793o8bk,131,0.0
mgncfhbp,50,1.0
ag4m1oge,69,0.0
rfl0wt7i,74,1.0
poni062v,85,1.0
20w4xhf9,32,1.0
8jk8eohw,84,1.0
3f39wb52,9,0.0
tdqhp6t3,150,1.0
v7sesxlx,100,1.0
6q0469y4,114,0.0
f3yrdb9n,34,1.0
ngy9l9dz,28,0.0
2x1ctj0x,58,0.0
ktizkhgt,149,0.0
tdghvc0v,45,0.0
c98sk921,144,0.0
y4zdtj9q,0,0.0
j4ji3f6z,111,0.0
nbwkc2oy,168,0.0
m5hltikn,109,0.0
lvgq51re,22,0.0
lvgq51re,9,0.0
lvgq51re,40,1.0
ez0w0rx7,93,1.0
ky6ykhxm,45,1.0
l6docwjs,82,0.0
wc68s3ht,103,0.0
ugqybnim,83,0.0
gotmzwqt,54,1.0
molf13lt,39,1.0
1tp4h2jx,21,0.0
1tp4h2jx,28,0.0
1tp4h2jx,15,0.0
1tp4h2jx,16,1.0
1tp4h2jx,31,0.0
1tp4h2jx,32,1.0
1tp4h2jx,37,1.0
1tp4h2jx,3,0.0
1tp4h2jx,49,1.0
e8n38bee,39,1.0
55dvxdpa,71,0.0
rfl0wt7i,72,1.0
8jk8eohw,66,0.0
g03ezqij,9,0.0
t1h109g1,118,0.0
oayhnd3g,160,1.0
9p9v4mvr,15,0.0
5g9ds121,73,1.0
ewa4ya8u,164,1.0
5fx0ml33,124,0.0
v7sesxlx,103,0.0
la8mhm16,82,1.0
nmbpet8t,158,1.0
djqisr0o,119,1.0
wdtbmunh,168,1.0
6q0469y4,90,1.0
kugpnv94,1,1.0
t793o8bk,138,1.0
20w4xhf9,47,0.0
rfl0wt7i,87,1.0
ql0yj2sz,104,0.0
hw760tdo,76,1.0
55dvxdpa,92,1.0
mgncfhbp,48,1.0
8lo4mqlr,33,1.0
phyl39ak,110,0.0
u07rq9yk,113,1.0
dmae75nc,59,1.0
wbmkwva5,54,1.0
f3yrdb9n,1,0.0
lgvzquws,11,0.0
e8n38bee,47,0.0
8jk8eohw,73,0.0
tdqhp6t3,129,0.0
fkom7q1u,34,1.0
9p9v4mvr,35,0.0
y4zdtj9q,44,1.0
nbwkc2oy,127,0.0
tozvbahf,68,0.0
oayhnd3g,168,1.0
rfl0wt7i,104,0.0
u0ei5sa4,100,1.0
wdtbmunh,160,1.0
djqisr0o,115,1.0
jfkvg45y,125,0.0
shajtb7n,71,0.0
t793o8bk,152,0.0
skmvjoox,82,1.0
nmbpet8t,123,1.0
c98sk921,170,0.0
ersh0zn5,133,0.0
8lvot6fi,16,1.0
sstgzwol,69,1.0
5qwgbghm,12,1.0
5fx0ml33,177,1.0
f3yrdb9n,14,0.0
26a2gij4,163,1.0
xl0ie374,112,1.0
8jk8eohw,99,1.0
j4ji3f6z,68,0.0
55dvxdpa,102,1.0
e8n38bee,35,0.0
ce02dpjg,61,0.0
wbmkwva5,55,0.0
5g9ds121,114,1.0
rfl0wt7i,65,0.0
20w4xhf9,59,1.0
3f39wb52,37,1.0
u07rq9yk,63,0.0
6q0469y4,94,0.0
lvgq51re,42,1.0
lvgq51re,15,0.0
lvgq51re,50,0.0
lvgq51re,16,0.0
lvgq51re,53,1.0
lvgq51re,46,0.0
lvgq51re,52,1.0
lvgq51re,32,1.0
lvgq51re,26,0.0
lvgq51re,12,0.0
lvgq51re,7,0.0
lvgq51re,39,0.0
lvgq51re,14,1.0
y4zdtj9q,23,0.0
lvgq51re,13,0.0
oayhnd3g,162,0.0
15069gwj,155,1.0
15069gwj,133,0.0
15069gwj,171,0.0
15069gwj,157,1.0
15069gwj,121,0.0
15069gwj,142,0.0
15069gwj,176,1.0
15069gwj,148,0.0
15069gwj,177,1.0
15069gwj,147,1.0
15069gwj,160,1.0
15069gwj,139,1.0
15069gwj,162,1.0
15069gwj,165,1.0
8lvot6fi,62,0.0
v7sesxlx,101,1.0
nmbpet8t,133,1.0
m5hltikn,100,1.0
f3yrdb9n,27,0.0
tdqhp6t3,137,0.0
2x1ctj0x,22,1.0
fkom7q1u,30,1.0
hbouch4n,108,0.0
la8mhm16,110,0.0
ql0yj2sz,66,0.0
ag4m1oge,93,0.0
t793o8bk,132,1.0
djqisr0o,93,0.0
rfl0wt7i,110,0.0
hw760tdo,109,0.0
5fx0ml33,128,0.0
kugpnv94,20,0.0
c98sk921,128,1.0
8jk8eohw,103,0.0
f3yrdb9n,41,1.0
u07rq9yk,66,0.0
nbwkc2oy,175,0.0
5qwgbghm,54,1.0
8lvot6fi,32,0.0
9p9v4mvr,40,0.0
6q0469y4,96,0.0
oayhnd3g,158,1.0
sstgzwol,74,0.0
yf355ko3,125,0.0
9jan7t1f,94,0.0
9jan7t1f,81,0.0
9jan7t1f,109,0.0
9jan7t1f,82,0.0
9jan7t1f,62,0.0
9jan7t1f,87,1.0
9jan7t1f,71,0.0
9jan7t1f,108,0.0
9jan7t1f,106,0.0
9jan7t1f,116,1.0
9jan7t1f,112,0.0
9jan7t1f,95,1.0
9jan7t1f,118,0.0
9jan7t1f,63,1.0
dcxlwetg,100,1.0
y4zdtj9q,11,0.0
rfl0wt7i,108,0.0
u0ei5sa4,81,1.0
55dvxdpa,93,1.0
15069gwj,173,1.0
poni062v,170,0.0
poni062v,135,0.0
poni062v,127,0.0
poni062v,156,0.0
poni062v,142,0.0
poni062v,152,0.0
15069gwj,172,1.0
poni062v,131,0.0
poni062v,150,1.0
15069gwj,178,1.0
poni062v,161,0.0
poni062v,169,0.0
poni062v,158,1.0
15069gwj,174,0.0
15069gwj,163,1.0
poni062v,165,1.0
poni062v,171,0.0
15069gwj,131,0.0
poni062v,159,0.0
poni062v,178,1.0
15069gwj,134,0.0
poni062v,121,0.0
15069gwj,149,0.0
poni062v,149,0.0
poni062v,136,0.0
poni062v,179,1.0
poni062v,164,0.0
poni062v,154,1.0
15069gwj,128,0.0
15069gwj,150,1.0
15069gwj,143,0.0
15069gwj,137,0.0
15069gwj,167,0.0
shajtb7n,81,0.0
j4ji3f6z,79,0.0
f3yrdb9n,26,0.0
9b83kwki,10,1.0
9b83kwki,46,1.0
9b83kwki,54,0.0
9b83kwki,40,1.0
9b83kwki,56,1.0
9b83kwki,41,0.0
9b83kwki,4,1.0
9b83kwki,28,1.0
c98sk921,168,0.0
8jk8eohw,101,1.0
phyl39ak,109,1.0
t793o8bk,167,1.0
jfkvg45y,174,1.0
djqisr0o,100,1.0
ewa4ya8u,166,1.0
ql0yj2sz,73,0.0
e8n38bee,27,1.0
nmbpet8t,147,1.0
5fx0ml33,129,0.0
lvgq51re,8,0.0
v7sesxlx,87,1.0
fkom7q1u,43,0.0
3f39wb52,11,0.0
skmvjoox,79,0.0
hw760tdo,85,1.0
5g9ds121,101,1.0
6q0469y4,110,1.0
lgvzquws,38,0.0
tdqhp6t3,125,1.0
2x1ctj0x,43,1.0
f3yrdb9n,17,0.0
rfl0wt7i,85,1.0
u0ei5sa4,92,1.0
xl0ie374,79,0.0
nbwkc2oy,170,1.0
hbouch4n,80,0.0
20w4xhf9,20,0.0
3busupgv,74,0.0
9b83kwki,33,1.0
9b83kwki,25,1.0
9b83kwki,30,1.0
9b83kwki,26,0.0
9b83kwki,21,1.0
9b83kwki,1,1.0
9b83kwki,49,0.0
9b83kwki,16,1.0
9b83kwki,35,0.0
9b83kwki,2,0.0
y4zdtj9q,45,1.0
55dvxdpa,117,1.0
5qwgbghm,43,1.0
tdghvc0v,81,1.0
tdghvc0v,60,0.0
tdghvc0v,113,0.0
mgncfhbp,88,0.0
tdghvc0v,85,0.0
mgncfhbp,111,0.0
tdghvc0v,98,1.0
tdghvc0v,64,0.0
mgncfhbp,72,1.0
tdghvc0v,100,1.0
mgncfhbp,93,1.0
mgncfhbp,110,0.0
tdghvc0v,78,1.0
mgncfhbp,78,1.0
tdghvc0v,92,1.0
mgncfhbp,112,1.0
mgncfhbp,85,1.0
mgncfhbp,81,0.0
mgncfhbp,96,0.0
mgncfhbp,103,0.0
tdghvc0v,87,1.0
mgncfhbp,79,0.0
mgncfhbp,91,1.0
mgncfhbp,101,1.0
tdghvc0v,72,1.0
tdghvc0v,106,0.0
mgncfhbp,68,0.0
tdghvc0v,90,0.0
mgncfhbp,99,1.0
tdghvc0v,109,1.0
mgncfhbp,80,0.0
mgncfhbp,119,1.0
tdghvc0v,119,0.0
mgncfhbp,95,1.0
tdghvc0v,88,1.0
tdghvc0v,77,0.0
tdghvc0v,99,0.0
tdghvc0v,83,1.0
tdghvc0v,105,1.0
tdghvc0v,102,0.0
tdghvc0v,111,0.0
tdghvc0v,117,1.0
tdghvc0v,70,0.0
tdghvc0v,63,1.0
tdghvc0v,112,1.0
u07rq9yk,83,0.0
m5hltikn,114,1.0
8lvot6fi,30,1.0
c98sk921,172,0.0
8jk8eohw,72,0.0
wdtbmunh,142,0.0
f3yrdb9n,9,1.0
sstgzwol,82,1.0
djqisr0o,73,0.0
15069gwj,161,0.0
rfl0wt7i,60,0.0
oayhnd3g,140,1.0
5fx0ml33,120,0.0
8rn6yy6y,111,0.0
ktizkhgt,130,1.0
gb7hpkyx,52,0.0
27sk5thm,13,0.0
2mkpmyc6,86,1.0
lazm3e4l,10,0.0
4q5wvruk,35,0.0
f3yrdb9n,157,0.0
9b83kwki,55,0.0
9b83kwki,39,1.0
lgvzquws,6,0.0
t793o8bk,175,0.0
ngy9l9dz,22,1.0
26a2gij4,140,0.0
nbwkc2oy,161,0.0
la8mhm16,86,0.0
j4ji3f6z,69,0.0
9p9v4mvr,52,1.0
hw760tdo,66,1.0
ersh0zn5,169,0.0
55dvxdpa,100,0.0
6q0469y4,86,0.0
2x1ctj0x,33,1.0
e8n38bee,5,0.0
f3yrdb9n,10,0.0
ag4m1oge,102,1.0
dcxlwetg,97,1.0
8jk8eohw,77,0.0
rfl0wt7i,105,1.0
djqisr0o,91,0.0
u07rq9yk,114,1.0
5g9ds121,60,1.0
y4zdtj9q,12,1.0
wbmkwva5,7,0.0
t793o8bk,160,1.0
u0ei5sa4,109,1.0
ql0yj2sz,103,0.0
55dvxdpa,78,0.0
3f39wb52,29,1.0
tdqhp6t3,157,1.0
oayhnd3g,122,1.0
lvgq51re,1,1.0
xl0ie374,105,1.0
dmae75nc,53,1.0
rfl0wt7i,68,0.0
e8n38bee,55,0.0
jfkvg45y,123,0.0
15069gwj,179,1.0
sstgzwol,70,1.0
5fx0ml33,140,0.0
tozvbahf,134,0.0
6kzn09p0,12,0.0
6kzn09p0,14,1.0
tozvbahf,122,0.0
6kzn09p0,38,1.0
tozvbahf,126,0.0
tozvbahf,167,1.0
tozvbahf,161,0.0
tozvbahf,136,1.0
tozvbahf,155,1.0
tozvbahf,132,1.0
tozvbahf,149,0.0
tozvbahf,179,1.0
tozvbahf,135,0.0
tozvbahf,138,0.0
tozvbahf,158,1.0
tozvbahf,133,0.0
tozvbahf,121,0.0
tozvbahf,166,1.0
tozvbahf,147,1.0
tozvbahf,120,0.0
tozvbahf,142,1.0
tozvbahf,177,0.0
tozvbahf,129,1.0
tozvbahf,130,1.0
tozvbahf,125,0.0
tozvbahf,165,1.0
tozvbahf,146,0.0
tozvbahf,143,0.0
tozvbahf,124,0.0
tozvbahf,141,0.0
tozvbahf,171,0.0
tozvbahf,170,0.0
tozvbahf,127,0.0
abfbaqcs,43,1.0
abfbaqcs,13,0.0
abfbaqcs,26,0.0
abfbaqcs,16,0.0
abfbaqcs,21,0.0
abfbaqcs,22,0.0
abfbaqcs,51,1.0
abfbaqcs,40,1.0
abfbaqcs,49,1.0
abfbaqcs,35,0.0
abfbaqcs,41,1.0
abfbaqcs,10,1.0
abfbaqcs,19,1.0
abfbaqcs,25,1.0
abfbaqcs,39,1.0
ag4m1oge,128,0.0
6kzn09p0,159,0.0
mgncfhbp,131,0.0
7kmvvji0,33,0.0
15lrjrzs,80,0.0
wepys2w3,43,0.0
1i7mxmxa,118,0.0
2uv96ztp,16,0.0
bg0u13tu,14,0.0
g5rwk76a,44,0.0
tdghvc0v,80,1.0
mgncfhbp,98,0.0
9b83kwki,47,1.0
4tm3nhhl,97,1.0
40xxmgfz,77,1.0
mtgxxa9w,16,1.0
27sk5thm,64,0.0
dtpvkrbp,107,1.0
0z00eags,61,1.0
6kzn09p0,18,0.0
mgncfhbp,115,1.0
6kzn09p0,17,1.0
6kzn09p0,59,1.0
mgncfhbp,63,1.0
sstgzwol,84,0.0
rfl0wt7i,176,0.0
rfl0wt7i,154,1.0
rfl0wt7i,147,0.0
6kzn09p0,34,1.0
rfl0wt7i,123,0.0
rfl0wt7i,155,1.0
6kzn09p0,33,1.0
rfl0wt7i,127,0.0
6kzn09p0,47,0.0
rfl0wt7i,158,0.0
6kzn09p0,30,1.0
rfl0wt7i,143,0.0
rfl0wt7i,135,0.0
6kzn09p0,10,0.0
rfl0wt7i,128,1.0
rfl0wt7i,125,0.0
6kzn09p0,24,1.0
rfl0wt7i,142,0.0
6kzn09p0,36,1.0
rfl0wt7i,166,1.0
6kzn09p0,3,0.0
rfl0wt7i,132,0.0
rfl0wt7i,126,0.0
6kzn09p0,22,1.0
rfl0wt7i,149,1.0
6kzn09p0,49,1.0
rfl0wt7i,152,0.0
6kzn09p0,21,0.0
rfl0wt7i,164,1.0
6kzn09p0,53,0.0
rfl0wt7i,169,1.0
6kzn09p0,8,0.0
rfl0wt7i,179,0.0
rfl0wt7i,137,1.0
6kzn09p0,29,1.0
6kzn09p0,6,0.0
abfbaqcs,1,1.0
abfbaqcs,34,1.0
abfbaqcs,20,1.0
abfbaqcs,18,0.0
abfbaqcs,44,0.0
abfbaqcs,59,1.0
abfbaqcs,42,1.0
abfbaqcs,56,1.0
abfbaqcs,38,0.0
abfbaqcs,48,0.0
abfbaqcs,28,0.0
abfbaqcs,47,1.0
abfbaqcs,52,1.0
abfbaqcs,8,0.0
abfbaqcs,32,1.0
abfbaqcs,0,0.0
abfbaqcs,4,1.0
abfbaqcs,6,0.0
abfbaqcs,53,0.0
abfbaqcs,9,0.0
abfbaqcs,27,1.0
abfbaqcs,33,0.0
2utpnkux,41,0.0
2utpnkux,18,1.0
2utpnkux,10,1.0
2utpnkux,8,0.0
2utpnkux,47,0.0
2utpnkux,35,0.0
2utpnkux,34,1.0
2utpnkux,45,0.0
2utpnkux,36,1.0
2utpnkux,30,1.0
2utpnkux,4,1.0
2utpnkux,29,0.0
2utpnkux,49,1.0
2utpnkux,43,1.0
5askjj0l,18,1.0
0z00eags,8,1.0
iddirsvx,13,0.0
4q2m4tm0,91,0.0
ig00ijpf,27,1.0
e8n38bee,133,0.0
vp9654tq,112,1.0
fkom7q1u,155,1.0
b9o2l0yf,92,1.0
5qwgbghm,66,0.0
sbq65vfa,53,0.0
9jan7t1f,45,0.0
2zx598oa,31,0.0
74yxc1al,50,1.0
p2owll6z,46,1.0
s0s72nqm,100,1.0
6mlp5vb8,59,1.0
y4zdtj9q,162,1.0
1x653uh1,62,1.0
sgda9m64,26,0.0
ugqybnim,117,1.0
6kzn09p0,56,1.0
0z00eags,65,0.0
0z00eags,92,1.0
il5o42n2,2,0.0
rfl0wt7i,124,1.0
poni062v,125,0.0
lvgq51re,38,0.0
rfl0wt7i,177,0.0
mgncfhbp,69,0.0
6kzn09p0,45,0.0
sstgzwol,90,0.0
1x653uh1,47,0.0
abfbaqcs,11,0.0
lvgq51re,56,1.0
53mhs1nd,49,1.0
1x653uh1,55,0.0
53mhs1nd,0,0.0
1x653uh1,28,0.0
53mhs1nd,53,1.0
2utpnkux,19,1.0
53mhs1nd,35,0.0
1x653uh1,43,1.0
53mhs1nd,12,1.0
53mhs1nd,39,0.0
2utpnkux,5,0.0
53mhs1nd,23,1.0
1x653uh1,35,0.0
53mhs1nd,52,0.0
2utpnkux,20,0.0
53mhs1nd,18,0.0
1x653uh1,5,0.0
53mhs1nd,34,1.0
2utpnkux,40,1.0
1x653uh1,31,0.0
53mhs1nd,8,0.0
1x653uh1,1,0.0
2utpnkux,21,0.0
53mhs1nd,30,1.0
1x653uh1,2,1.0
53mhs1nd,9,0.0
2utpnkux,58,0.0
2utpnkux,33,0.0
1x653uh1,10,1.0
1x653uh1,42,1.0
2utpnkux,51,1.0
1x653uh1,21,0.0
2utpnkux,50,1.0
1x653uh1,54,0.0
2utpnkux,12,1.0
1x653uh1,32,0.0
2utpnkux,57,1.0
2utpnkux,25,1.0
1x653uh1,33,1.0
1x653uh1,46,1.0
1x653uh1,41,1.0
1x653uh1,56,1.0
1x653uh1,9,0.0
2utpnkux,53,1.0
1x653uh1,44,1.0
